"class","isscaap","order","family","genus","species","comm_name","gentry","fao","fao_rank","fao_mt_yr","price_usd_mt","linf_cm_fl","k_fl","linf_cm_fb_spp","k_fb_spp","linf_cm_fb_gen","k_fb_gen","linf_cm_fb_fam","k_fb_fam","linf_cm_gentry","k_gentry","temp_c_min","temp_c_max","a_spp","b_spp","a_gen","b_gen","a_fam","b_fam"
"Actinopterygii","Tilapias and other cichlids","Perciformes","Cichlidae","Oreochromis","Oreochromis niloticus","Nile tilapia",FALSE,TRUE,3,832339.4266,1218.3557716863,24.9786523433566,2.02804915838044,29.7754854368932,4.38314563106796,28.0788703529412,3.3407137254902,28.7895760574413,2.48355352480418,NA,NA,NA,NA,0.0262105555555556,2.97272611111111,0.0218481818181818,3.01268340909091,0.0212994146341463,3.01658180487805
"Actinopterygii","Tilapias and other cichlids","Perciformes","Cichlidae","Oreochromis","Oreochromis mossambicus","Mozambique tilapia",FALSE,TRUE,18,33788.192,1055.73652500733,25.3843128092439,1.20687212913515,27.4303346666667,3.93966666666667,28.0788703529412,3.3407137254902,28.7895760574413,2.48355352480418,NA,NA,NA,NA,0.0186633333333333,2.99533333333333,0.0218481818181818,3.01268340909091,0.0212994146341463,3.01658180487805
"Actinopterygii","Miscellaneous pelagic fishes","Perciformes","Coryphaenidae","Coryphaena","Coryphaena hippurus","Common dolphinfish",TRUE,FALSE,NA,NA,NA,144.695149835484,1.25211611781396,169.622222222222,1.42844444444444,159,1.3356,159,1.3356,157.9,1.67,21,30,0.01782,2.75652631578947,0.0176418181818182,2.76127272727273,0.0160162962962963,2.81762962962963
"Actinopterygii","Cods, hakes, haddocks","Gadiformes","Gadidae","Pollachius","Pollachius pollachius","Pollack",TRUE,FALSE,NA,NA,NA,78.6165378437153,0.206110493085961,85.6,0.186,115.869230769231,0.152230769230769,66.92321371875,0.272625,130,0.19,6.5,12.3,0.007724,3.0568,0.00827380952380952,3.0463380952381,0.0100668062827225,3.09233036649215
"Actinopterygii","River eels","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","European eel",TRUE,TRUE,47,488.9882,12288.2586435234,73.1566024108071,0.146120183439912,80.521875,0.1467,85.7074285714286,0.151868571428571,85.7074285714286,0.151868571428571,152.8,0.24,4,33,0.00148104166666667,3.13089791666667,0.00149794520547945,3.14588904109589,0.00280928571428571,3.09074047619048
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Moronidae","Dicentrarchus","Dicentrarchus labrax","European seabass",TRUE,TRUE,6,174792.109,5824.28193210075,74.3314946064423,0.174287101885934,78.1425,0.171690625,77.7517647058824,0.168120588235294,72.126,0.234601666666667,77,0.2,8,24,0.012041875,3.00891875,0.0111083333333333,3.04281666666667,0.0102647826086957,3.0584652173913
"Actinopterygii","Cods, hakes, haddocks","Gadiformes","Gadidae","Gadus","Gadus morhua","Atlantic cod",TRUE,TRUE,35,1411.182,3626.82492368162,105.850737330993,0.168489075342018,111.81875,0.173625,109.101075268817,0.171204301075269,66.92321371875,0.272625,115,0.19,0,15,0.0066725,3.09751428571429,0.00517214285714286,3.0271880952381,0.0100668062827225,3.09233036649215
"Actinopterygii","Miscellaneous pelagic fishes","Perciformes","Carangidae","Caranx","Caranx hippos","Crevalle jack",TRUE,FALSE,NA,NA,NA,50.9481659777412,0.367811974830656,76.2,0.5,82.700324,0.300266666666667,43.6620276351351,0.643,80,0.65,9.6,27.8,0.02745,2.84,0.0166595238095238,2.94372071428571,0.0215239896373057,2.89683816062176
"Actinopterygii","Miscellaneous diadromous fishes","Gonorynchiformes","Chanidae","Chanos","Chanos chanos","Milkfish",TRUE,TRUE,2,1130804.067504,1545.15814022677,50.4815357784325,0.55212572544102,43.3333333333333,1.34666666666667,43.3333333333333,1.34666666666667,43.3333333333333,1.34666666666667,180,1.03,15,42.5,0.00795,2.99,0.00795,2.99,0.006352,3.128822
"Actinopterygii","Miscellaneous pelagic fishes","Perciformes","Scombridae","Scomber","Scomber japonicus","Pacific chub mackerel",FALSE,TRUE,57,188.2,13779.018641832,44.0055606241054,0.290197366382591,43.1756,0.31588,44.5502615384615,0.325849230769231,97.967334281768,0.600909392265193,NA,NA,NA,NA,0.00757923076923077,3.20761538461538,0.0059716,3.21404,0.0120863313609467,3.08036112426036
"Actinopterygii","Tunas, bonitos, billfishes","Perciformes","Scombridae","Thunnus","Thunnus albacares","Yellowfin tuna",TRUE,TRUE,73,46.4806,6952.58965412036,193.630261634018,0.326295550175636,183.359712272727,0.376227272727273,210.166765783133,0.214192771084337,97.967334281768,0.600909392265193,180.6,0.38,15,31,0.03632,2.82666666666667,0.0310116666666667,2.88233333333333,0.0120863313609467,3.08036112426036
"Actinopterygii","Tunas, bonitos, billfishes","Perciformes","Scombridae","Thunnus","Thunnus maccoyii","Southern bluefin tuna",TRUE,TRUE,25,8088.6,13512.2475271964,222.233011504666,0.152479691271264,220.666666666667,0.144,210.166765783133,0.214192771084337,97.967334281768,0.600909392265193,212.7,0.14,5,30,0.0123725,3.0775,0.0310116666666667,2.88233333333333,0.0120863313609467,3.08036112426036
"Actinopterygii","Tunas, bonitos, billfishes","Perciformes","Scombridae","Thunnus","Thunnus thynnus","Atlantic bluefin tuna",TRUE,TRUE,26,5801.2,16945.7092775066,351.105145078083,0.0979841406361893,357.0315005,0.09425,210.166765783133,0.214192771084337,97.967334281768,0.600909392265193,298,0.12,2.8,31,0.0290314285714286,2.92428571428571,0.0310116666666667,2.88233333333333,0.0120863313609467,3.08036112426036
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Lutjanidae","Lutjanus","Lutjanus guttatus","Spotted rose snapper",FALSE,TRUE,44,508,4500,64.1380046560214,0.213298930449153,79.5,0.4,67.8735425,0.236256944444444,70.7403336040609,0.241532994923858,NA,NA,NA,NA,0.0226,2.86875,0.0181038405797101,2.98771391304348,0.0180305797101449,2.95739787439614
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Lutjanidae","Lutjanus","Lutjanus malabaricus","Malabar blood snapper",FALSE,TRUE,105,0.275,6619.09090909091,81.8061485513582,0.195345512240219,86.5666666666667,0.200866666666667,67.8735425,0.236256944444444,70.7403336040609,0.241532994923858,NA,NA,NA,NA,0.01658,2.97575,0.0181038405797101,2.98771391304348,0.0180305797101449,2.95739787439614
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Lutjanidae","Lutjanus","Lutjanus russellii","Russell's snapper",TRUE,TRUE,85,13,11218.9512820513,58.4386194352198,0.232519046156179,NA,NA,67.8735425,0.236256944444444,70.7403336040609,0.241532994923858,45,0.56,23.3,26.4,0.0131166666666667,3.03963,0.0181038405797101,2.98771391304348,0.0180305797101449,2.95739787439614
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Lutjanidae","Lutjanus","Lutjanus sebae","Emperor red snapper",FALSE,TRUE,97,2.15,9733.33333333333,85.1488468737973,0.185438932508712,91.6080008333333,0.18,67.8735425,0.236256944444444,70.7403336040609,0.241532994923858,NA,NA,NA,NA,0.0129033333333333,3.08511666666667,0.0181038405797101,2.98771391304348,0.0180305797101449,2.95739787439614
"Actinopterygii","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Coregonus","Coregonus lavaretus","European whitefish",TRUE,TRUE,43,634.76,9764.13596829521,37.9496633462298,0.301528505409543,35.9368421052632,0.427263157894737,46.8997854545455,0.297760330578512,57.9463431983806,0.268386639676113,59.7,0.38,4,29.8,0.00927333333333333,3.04486666666667,0.00710529411764706,3.18056764705882,0.0123884242424242,3.07874593939394
"Actinopterygii","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Salmo","Salmo salar","Atlantic salmon",TRUE,TRUE,1,2276398.7768,6193.03124831272,135.859014125423,0.284987921996603,136.5,0.26175,67.552380952381,0.280833333333333,57.9463431983806,0.268386639676113,128.6,0.37,2,28,0.01072,2.99163,0.00808296296296296,3.10327851851852,0.0123884242424242,3.07874593939394
"Actinopterygii","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Salmo","Salmo trutta","Sea trout",TRUE,TRUE,61,173.84,8248.10680170363,53.0298790916034,0.248394680277764,61.7138888888889,0.2805,67.552380952381,0.280833333333333,57.9463431983806,0.268386639676113,69.2,0.29,0,24,0.00706272727272727,3.12394954545455,0.00808296296296296,3.10327851851852,0.0123884242424242,3.07874593939394
"Actinopterygii","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Rainbow trout",TRUE,TRUE,4,211490.4438,6411.4021118431,57.4613263365179,0.471425397690998,58.8,0.5814,78.45,0.460166666666667,57.9463431983806,0.268386639676113,89.5,0.54,0,29,0.01265,3.033,0.0119797727272727,3.03075,0.0123884242424242,3.07874593939394
"Actinopterygii","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Pink salmon",TRUE,FALSE,NA,NA,NA,74.069836447468,0.376485057236393,NA,NA,78.45,0.460166666666667,57.9463431983806,0.268386639676113,76,0.54,0.3,21,0.02198,3.2,0.0119797727272727,3.03075,0.0123884242424242,3.07874593939394
"Actinopterygii","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Chum salmon",TRUE,FALSE,NA,NA,NA,105.013337726141,0.344012808845822,108.25,0.3525,78.45,0.460166666666667,57.9463431983806,0.268386639676113,95,0.35,0,23.7,0.017935,3.1,0.0119797727272727,3.03075,0.0123884242424242,3.07874593939394
"Actinopterygii","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Sockeye salmon",TRUE,FALSE,NA,NA,NA,80.3327562544025,0.385561196143684,74.7,0.477,78.45,0.460166666666667,57.9463431983806,0.268386639676113,84,0.48,0,24.9,0.017385,3,0.0119797727272727,3.03075,0.0123884242424242,3.07874593939394
"Actinopterygii","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus tshawytscha","Chinook(=Spring=King) salmon",TRUE,TRUE,23,11529.4,10959.16148458,74.069836447468,0.376485057236393,NA,NA,78.45,0.460166666666667,57.9463431983806,0.268386639676113,120.8,0.54,0,24.9,0.01333,3,0.0119797727272727,3.03075,0.0123884242424242,3.07874593939394
"Actinopterygii","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","Coho(=Silver) salmon",TRUE,TRUE,7,149523.6,5412.98621862352,84.0230120416117,0.450649213557803,NA,NA,78.45,0.460166666666667,57.9463431983806,0.268386639676113,98,0.98,0,24.8,0.0112,3,0.0119797727272727,3.03075,0.0123884242424242,3.07874593939394
"Actinopterygii","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","Brook trout",TRUE,FALSE,NA,NA,NA,32.2988558757182,0.260768227923958,29.9,0.316,71.352966875,0.134375,57.9463431983806,0.268386639676113,67.5,0.32,0,25,0.010447,3.0311,0.00952083333333333,3.05316666666667,0.0123884242424242,3.07874593939394
"Actinopterygii","Salmons, trouts, smelts","Salmoniformes","Salmonidae","Salvelinus","Salvelinus alpinus","Arctic char",TRUE,TRUE,30,4120.023,7863.54092221211,NA,NA,61.6,0.055,71.352966875,0.134375,57.9463431983806,0.268386639676113,92.5,0.04,4,22,0.00912,2.89,0.00952083333333333,3.05316666666667,0.0123884242424242,3.07874593939394
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Lutjanidae","Lutjanus","Lutjanus johnii","John's snapper",TRUE,TRUE,27,5735.23308,5677.4903701572,75.7542565180598,0.194646143407183,79.5,0.207,67.8735425,0.236256944444444,70.7403336040609,0.241532994923858,70,0.21,20.8,26.8,0.0286,2.8585,0.0181038405797101,2.98771391304348,0.0180305797101449,2.95739787439614
"Actinopterygii","River eels","Anguilliformes","Anguillidae","Anguilla","Anguilla japonica","Japanese eel",FALSE,TRUE,72,50,21654.844,92.3533970221595,0.102923838840049,98.2,0.07,85.7074285714286,0.151868571428571,85.7074285714286,0.151868571428571,NA,NA,NA,NA,NA,NA,0.00149794520547945,3.14588904109589,0.00280928571428571,3.09074047619048
"Actinopterygii","River eels","Anguilliformes","Anguillidae","Anguilla","Anguilla rostrata","American eel",TRUE,FALSE,NA,NA,NA,89.6546112046941,0.114847431322886,NA,NA,85.7074285714286,0.151868571428571,85.7074285714286,0.151868571428571,120,0.33,4,25,0.00132111111111111,3.13955555555556,0.00149794520547945,3.14588904109589,0.00280928571428571,3.09074047619048
"Actinopterygii","Miscellaneous demersal fishes","Anguilliformes","Muraenesocidae","Muraenesox","Muraenesox cinereus","Daggertooth pike conger",TRUE,FALSE,NA,NA,NA,76.6878878160041,0.185965330103437,103.35,0.26,103.35,0.26,103.35,0.26,111.2,0.37,10,27.9,NA,NA,NA,NA,0.002164,2.8532
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Polynemidae","Eleutheronema","Eleutheronema tetradactylum","Fourfinger threadfin",TRUE,TRUE,28,5372.5312,6929.95605795139,46.1105614072144,0.418239523349069,NA,NA,NA,NA,58.9071372222222,0.737055555555556,128.7,0.37,27.6,27.7,0.00673333333333333,3.03666666666667,0.00673333333333333,3.03666666666667,0.00810454545454545,3.09327272727273
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Centropomidae","Centropomus","Centropomus undecimalis","Common snook",TRUE,FALSE,NA,NA,NA,65.3334141636361,0.366194357901557,105.872726666667,0.376666666666667,91.804545,0.3825,91.804545,0.3825,140,0.4,25,31,0.00957285714285714,2.94571428571429,0.0103377777777778,3.01081481481482,0.0103377777777778,3.01081481481482
"Actinopterygii","Miscellaneous diadromous fishes","Perciformes","Latidae","Lates","Lates calcarifer","Barramundi(=Giant seaperch)",TRUE,TRUE,15,61850.555733,4383.97742418771,109.757210126332,0.209752189208935,123.371428571429,0.389428571428571,105.082352941176,0.308264705882353,105.082352941176,0.308264705882353,176,0.39,15,38,0.01515,2.97585,0.0104510714285714,3.02791428571429,0.0140042424242424,2.99513939393939
"Actinopterygii","Miscellaneous diadromous fishes","Perciformes","Moronidae","Morone","Morone saxatilis","Striped bass",TRUE,TRUE,53,247.858,3852.80442584358,102.425971969124,0.18120220392293,103.27,0.1888,64.7692307692308,0.321538461538462,72.126,0.234601666666667,200,0.19,6.4,25,0.00677,3.09466666666667,0.007085,3.104,0.0102647826086957,3.0584652173913
"Actinopterygii","Miscellaneous pelagic fishes","Perciformes","Pomatomidae","Pomatomus","Pomatomus saltatrix","Bluefish",TRUE,FALSE,NA,NA,NA,99.8537955516183,0.185448659582066,106.8648,0.176,106.8648,0.176,106.8648,0.176,103,0.17,6.1,27.4,0.01608625,2.9284125,0.01608625,2.9284125,0.016419,2.92903
"Actinopterygii","Miscellaneous pelagic fishes","Perciformes","Carangidae","Trachurus","Trachurus japonicus","Japanese jack mackerel",TRUE,TRUE,40,828.8,9479.65924613298,51.7636165589253,0.302014550657006,45.279026,0.363,47.588397173913,0.249326086956522,43.6620276351351,0.643,31.7,0.35,10,29,0.008225,2.99,0.0104327586206897,2.96774712643678,0.0215239896373057,2.89683816062176
"Actinopterygii","Miscellaneous pelagic fishes","Perciformes","Carangidae","Trachinotus","Trachinotus carolinus","Florida pompano",TRUE,TRUE,41,720.6,7399.67417443561,46.8530694772816,0.435093807664701,NA,NA,78.3832166666667,0.31,43.6620276351351,0.643,64,0.27,13.2,25.9,0.02156,2.555,0.022533125,2.799125,0.0215239896373057,2.89683816062176
"Actinopterygii","Miscellaneous pelagic fishes","Perciformes","Carangidae","Seriola","Seriola quinqueradiata","Japanese amberjack",TRUE,TRUE,8,141071,7708.22139217948,118.759435086836,0.27848317177323,116,0.327,150.3572725,0.225375,43.6620276351351,0.643,150,0.44,18,29,0.00814,3,0.0203428571428571,2.91039285714286,0.0215239896373057,2.89683816062176
"Actinopterygii","Miscellaneous pelagic fishes","Perciformes","Carangidae","Seriola","Seriola lalandi","Yellowtail amberjack",FALSE,TRUE,77,32.75,10019.745,120.238313331531,0.210161316629252,143.879075,0.1625,150.3572725,0.225375,43.6620276351351,0.643,NA,NA,NA,NA,0.0321433333333333,2.76833333333333,0.0203428571428571,2.91039285714286,0.0215239896373057,2.89683816062176
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Moronidae","Dicentrarchus","Dicentrarchus punctatus","Spotted seabass",TRUE,TRUE,101,0.9142,3036.81558100668,59.7069109858673,0.157742853246735,71.5,0.111,77.7517647058824,0.168120588235294,72.126,0.234601666666667,70,0.11,10.5,23.5,0.00364,3.314,0.0111083333333333,3.04281666666667,0.0102647826086957,3.0584652173913
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sciaenidae","Argyrosomus","Argyrosomus regius","Meagre",TRUE,TRUE,22,17545.9572,3941.23237851944,136.469758669135,0.126074543560702,150.63333,0.144666666666667,136.985712857143,0.134857142857143,56.7575451046025,0.409405857740586,185.5,0.14,11.9,23,0.01949,2.849,0.015985,2.9288975,0.0132230526315789,3.06909361403509
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sciaenidae","Larimichthys","Larimichthys crocea","Large yellow croaker",TRUE,TRUE,9,140498.2,2143.6,41.091384274841,0.348422813977561,55.35,0.25,36.0545454545455,0.371181818181818,56.7575451046025,0.409405857740586,80,0.32,9,30,NA,NA,0.02695,2.882875,0.0132230526315789,3.06909361403509
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Dentex","Dentex dentex","Common dentex",TRUE,TRUE,68,81.3194,10137.5594672742,85.6380269122078,0.107364307206584,88.74,0.0996,55.6470517647059,0.200588235294118,44.5212863664596,0.237580745341615,100,0.09,9.7,17.6,0.0238666666666667,2.9775,0.0247203571428571,2.9755,0.0183806161971831,3.02478785211268
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Pagrus","Pagrus major","Japanese seabream",TRUE,TRUE,29,5023.4,9474.36226627081,68.6764285748825,0.151006063859157,71.67,0.161,64.3145787096774,0.163645161290323,44.5212863664596,0.237580745341615,100,0.15,7.7,22,0.0128933333333333,2.91133333333333,0.0200022222222222,2.94504638888889,0.0183806161971831,3.02478785211268
"Actinopterygii","Miscellaneous coastal fishes","Scorpaeniformes","Hexagrammidae","Pleurogrammus","Pleurogrammus azonus","Okhotsk atka mackerel",TRUE,FALSE,NA,NA,NA,36.7880748476549,0.379351558527858,NA,NA,42.2,0.285,58.1777777777778,0.442333333333333,50,0.35,10,29,NA,NA,NA,NA,0.00904357142857143,3.14297142857143
"Actinopterygii","Miscellaneous demersal fishes","Scorpaeniformes","Anoplopomatidae","Anoplopoma","Anoplopoma fimbria","Sablefish ",TRUE,FALSE,NA,NA,NA,74.2696342153773,0.213002206863196,77.6,0.234409090909091,77.6,0.234409090909091,82.3260869565217,0.227452173913043,120,0.25,1.8,14.6,0.00357,3.3019,0.00357,3.3019,0.02552,3.0387
"Actinopterygii","Flounders, halibuts, soles","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","Pseudopleuronectes americanus","Winter flounder",TRUE,FALSE,NA,NA,NA,47.2891926226775,0.315462989987188,45.8888888888889,0.389166666666667,44.208,0.36312,57.9170215196078,0.23264068627451,39.7,0.38,0.8,23.9,0.0213,3,0.0122353846153846,3.05872307692308,0.011468527607362,3.0800282208589
"Actinopterygii","Flounders, halibuts, soles","Pleuronectiformes","Soleidae","Solea","Solea solea","Common sole",TRUE,TRUE,66,85.216,12999.0637629499,36.2397827631482,0.323983511968825,37.9838323529412,0.324117647058824,38.3886445454545,0.324436363636364,33.3628692708333,0.34359375,50.3,0.35,5.7,27,0.00725,3.112325,0.00732789473684211,3.10695789473684,0.0124127631578947,3.05816578947368
"Actinopterygii","Miscellaneous coastal fishes","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Flathead grey mullet",TRUE,TRUE,32,3051.3121,3928.02521125657,59.6963933318987,0.247450922040746,55.3963636363636,0.341515151515151,56.118482826087,0.355195652173913,50.046895112782,0.307323308270677,71.2,0.29,8,24,0.0163917391304348,2.93158695652174,0.0139396,2.9572574,0.0162280459770115,2.95286965517241
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Pagellus","Pagellus bogaraveo","Blackspot(=red) seabream",TRUE,TRUE,60,178.256,10460.0242512685,53.6157310774032,0.136200373835438,53.49416,0.1399,39.3507902,0.21788,44.5212863664596,0.237580745341615,35.3,0.14,9.8,19.7,0.0135327272727273,3.02427272727273,0.0138023255813953,3.01398255813953,0.0183806161971831,3.02478785211268
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Pagellus","Pagellus erythrinus","Common pandora",TRUE,TRUE,86,10.71,7433.54248366013,37.8379386872952,0.19093497882595,38.0408423809524,0.195380952380952,39.3507902,0.21788,44.5212863664596,0.237580745341615,37.6,0.2,7.1,20.2,0.0144568181818182,2.96027272727273,0.0138023255813953,3.01398255813953,0.0183806161971831,3.02478785211268
"Actinopterygii","Miscellaneous pelagic fishes","Perciformes","Carangidae","Pseudocaranx","Pseudocaranx dentex","White trevally",TRUE,TRUE,31,3606.8,13455.6068569377,49.6955042834279,0.236453180425109,55.66265,0.18,55.66265,0.18,43.6620276351351,0.643,89.3,0.22,13.3,26.3,0.014555,2.97499,0.014555,2.97499,0.0215239896373057,2.89683816062176
"Actinopterygii","Miscellaneous pelagic fishes","Perciformes","Carangidae","Seriola","Seriola dumerili","Greater amberjack",TRUE,TRUE,82,16.494,9224.49546485261,149.678696990318,0.234620282530773,159.820006,0.2302,150.3572725,0.225375,43.6620276351351,0.643,144,0.23,3.2,26.8,0.018784,2.8972,0.0203428571428571,2.91039285714286,0.0215239896373057,2.89683816062176
"Actinopterygii","Miscellaneous pelagic fishes","Perciformes","Carangidae","Seriola","Seriola rivoliana","Longfin yellowtail",TRUE,TRUE,49,400,6000,97.6991657772065,0.28648757829704,NA,NA,150.3572725,0.225375,43.6620276351351,0.643,114.7,0.56,18,26.9,0.008405,3.0635,0.0203428571428571,2.91039285714286,0.0215239896373057,2.89683816062176
"Actinopterygii","Miscellaneous pelagic fishes","Perciformes","Carangidae","Trachinotus","Trachinotus goodei","Great pompano",TRUE,FALSE,NA,NA,NA,46.8530694772816,0.435093807664701,NA,NA,78.3832166666667,0.31,43.6620276351351,0.643,150,0.29,12,34,0.017385,2.95,0.022533125,2.799125,0.0215239896373057,2.89683816062176
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Ephippidae","Chaetodipterus","Chaetodipterus faber","Atlantic spadefish",TRUE,FALSE,NA,NA,NA,47.6522841847503,0.340291549145973,52.6023333333333,0.23,52.6023333333333,0.23,52.6023333333333,0.23,50.4,0.34,2.5,28,0.04175,2.877,0.04107,2.8431,0.0407225,2.80466666666667
"Actinopterygii","Miscellaneous coastal fishes","Elopiformes","Megalopidae","Megalops","Megalops atlanticus","Tarpon",TRUE,FALSE,NA,NA,NA,170.803090482135,0.0943980291118823,246.04142,0.09375,246.04142,0.09375,246.04142,0.09375,189.5,0.09,4.3,27.5,0.00532,3,0.00532,3,0.00532,3
"Actinopterygii","Miscellaneous coastal fishes","Mugiliformes","Mugilidae","Mugil","Mugil curema","White mullet",TRUE,FALSE,NA,NA,NA,42.7431854386587,0.338576698975807,43.41389,0.4005,56.118482826087,0.355195652173913,50.046895112782,0.307323308270677,28,0.57,10,29.3,0.0129333333333333,2.92534444444444,0.0139396,2.9572574,0.0162280459770115,2.95286965517241
"Actinopterygii","Miscellaneous coastal fishes","Mugiliformes","Mugilidae","Mugil","Mugil liza","Lebranche mullet",FALSE,TRUE,80,18.33975,1866.18201859039,65.0019632929219,0.244115106089252,81.58247,0.2174,56.118482826087,0.355195652173913,50.046895112782,0.307323308270677,NA,NA,NA,NA,0.009617,3.047727,0.0139396,2.9572574,0.0162280459770115,2.95286965517241
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Sparus","Sparus aurata","Gilthead seabream",TRUE,TRUE,5,179131.4713,5523.26703949132,54.8030233184615,0.25165586585192,56.6666666666667,0.297583333333333,56.6666666666667,0.297583333333333,44.5212863664596,0.237580745341615,70,0.3,11.5,22.7,0.0177258333333333,2.96491666666667,0.0177258333333333,2.96491666666667,0.0183806161971831,3.02478785211268
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sciaenidae","Sciaenops","Sciaenops ocellatus","Red drum",TRUE,TRUE,13,68382.6462,2306.78620032389,96.8710325133093,0.367528771626665,97.1538461538462,0.401,97.1538461538462,0.401,56.7575451046025,0.409405857740586,104.5,0.4,9.6,26,0.00975666666666667,3.042,0.00975666666666667,3.042,0.0132230526315789,3.06909361403509
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Serranidae","Mycteroperca","Mycteroperca bonaci","Black grouper",TRUE,TRUE,96,2.22,8151.35135135135,125.718786094566,0.125599705650434,125.5,0.1645,107.377777777778,0.131244444444444,68.1028635135135,0.233738918918919,133.3,0.15,16,28,0.00911,3.1,0.0141466666666667,3.02880952380952,0.0180663323782235,3.0171553008596
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sciaenidae","Umbrina","Umbrina cirrosa","Shi drum",TRUE,TRUE,48,448.452,7111.41305416878,65.8774034370716,0.335267147654463,86.5,0.279,47.7433333333333,0.307222222222222,56.7575451046025,0.409405857740586,73,0.63,9.6,26,0.0117,3.0225,0.0136316666666667,3.02558333333333,0.0132230526315789,3.06909361403509
