"class","isscaap","order","family","genus","species","comm_name","m_source","m","m_fl","m_fb_spp","m_fb_gen","m_fb_fam","m_fb_ord"
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Serranidae","Epinephelus","Epinephelus fuscoguttatus","Brown-marbled grouper","FishLife",0.280727580663427,0.280727580663427,0.1,0.224181818181818,0.316346153846154,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Serranidae","Epinephelus","Epinephelus tauvina","Greasy grouper","FishLife",0.215129379708974,0.215129379708974,NA,0.224181818181818,0.316346153846154,NA
"Actinopterygii","Miscellaneous pelagic fishes","Perciformes","Carangidae","Gnathanodon","Gnathanodon speciosus","Golden trevally","FishLife",0.718762822643829,0.718762822643829,NA,NA,1.10033333333333,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Sparidentex","Sparidentex hasta","Sobaity seabream","FishLife",0.425213354998197,0.425213354998197,0.39,0.39,0.457348837209302,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Dentex","Dentex gibbosus","Pink dentex","FishLife",0.299322705857702,0.299322705857702,NA,0.54,0.457348837209302,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Pagrus","Pagrus caeruleostictus","Bluespotted seabream","FishLife",0.492145350388771,0.492145350388771,NA,0.23,0.457348837209302,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Siganidae","Siganus","Siganus rivulatus","Marbled spinefoot","FishLife",0.763762768842312,0.763762768842312,0.413,0.522,0.522,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sciaenidae","Miichthys","Miichthys miiuy","Mi-iuy (brown) croaker","FishLife",0.645072507901653,0.645072507901653,NA,NA,0.787461538461538,NA
"Actinopterygii","Miscellaneous coastal fishes","Mugiliformes","Mugilidae","Chelon","Chelon ramada","Thinlip grey mullet","FB-species",0.406,NA,0.406,0.414444444444444,0.521181818181818,0.521181818181818
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Siganidae","Siganus","Siganus guttatus","Goldlined spinefoot","FishLife",1.03065478889083,1.03065478889083,NA,0.522,0.522,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Lateolabracidae","Lateolabrax","Lateolabrax japonicus","Japanese seabass","FishLife",0.288871037169685,0.288871037169685,NA,NA,NA,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Siganidae","Siganus","Siganus javus","Streaked spinefoot","FishLife",0.903371091010202,0.903371091010202,NA,0.522,0.522,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Dentex","Dentex tumifrons","Yellowback seabream","FishLife",0.472623276232572,0.472623276232572,NA,0.54,0.457348837209302,NA
"Actinopterygii","Sturgeons, paddlefishes","Acipenseriformes","Acipenseridae","Acipenser","Acipenser gueldenstaedtii","Danube (diamond) sturgeon","FishLife",0.0883524245283731,0.0883524245283731,0.098,0.111,0.107777777777778,0.2075
"Actinopterygii","Miscellaneous coastal fishes","Mugiliformes","Mugilidae","Planiliza","Planiliza macrolepis","Largescale mullet","FB-species",0.56,NA,0.56,0.641,0.521181818181818,0.521181818181818
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Serranidae","Plectropomus","Plectropomus maculatus","Spotted coralgrouper","FishLife",0.344287015583523,0.344287015583523,0.569,0.5145,0.316346153846154,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Pagrus","Pagrus auriga","Redbanded seabream","FishLife",0.320633412737224,0.320633412737224,NA,0.23,0.457348837209302,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Serranidae","Epinephelus","Epinephelus akaara","Hong Kong (redspotted) grouper","FishLife",0.30713913418291,0.30713913418291,NA,0.224181818181818,0.316346153846154,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Serranidae","Epinephelus","Epinephelus areolatus","Areolate grouper","FishLife",0.424926798920885,0.424926798920885,NA,0.224181818181818,0.316346153846154,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Rhabdosargus","Rhabdosargus sarba","Goldlined seabream","FishLife",0.979682294057173,0.979682294057173,NA,NA,0.457348837209302,NA
"Actinopterygii","Miscellaneous freshwater fishes","Siluriformes","Callichthyidae","Hoplosternum","Hoplosternum littorale","Atipa","FishLife",1.41209119211578,1.41209119211578,NA,NA,NA,0.593285714285714
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Serranidae","Epinephelus","Epinephelus tukula","Potato grouper","FishLife",0.30713913418291,0.30713913418291,NA,0.224181818181818,0.316346153846154,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Acanthopagrus","Acanthopagrus berda","Goldsilk seabream","FishLife",0.396775042184022,0.396775042184022,0.31,0.29,0.457348837209302,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Scaridae","Bolbometopon","Bolbometopon muricatum","Green humphead parrotfish","FishLife",0.123078187379749,0.123078187379749,NA,NA,0.319611111111111,NA
"Actinopterygii","Miscellaneous coastal fishes","Mugiliformes","Mugilidae","Ellochelon","Ellochelon vaigiensis","Squaretail mullet","FishLife",0.544310404995582,0.544310404995582,NA,NA,0.521181818181818,0.521181818181818
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Ephippidae","Platax","Platax orbicularis","Orbicular batfish","FishLife",0.558646758394556,0.558646758394556,NA,NA,NA,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Acanthopagrus","Acanthopagrus latus","Yellowfin seabream","FishLife",0.305103650031841,0.305103650031841,NA,0.29,0.457348837209302,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Polynemidae","Polydactylus","Polydactylus sexfilis","Sixfinger threadfin","FishLife",0.839079508983859,0.839079508983859,NA,NA,NA,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Pagrus","Pagrus auratus","Silver seabream","FishLife",0.187776271331268,0.187776271331268,NA,0.23,0.457348837209302,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Serranidae","Epinephelus","Epinephelus malabaricus","Malabar grouper","FishLife",0.335566586502993,0.335566586502993,NA,0.224181818181818,0.316346153846154,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Serranidae","Cromileptes","Cromileptes altivelis","Humpback grouper","FishLife",0.307351166096457,0.307351166096457,NA,NA,0.316346153846154,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Serranidae","Epinephelus","Epinephelus coioides","Orange-spotted grouper","FishLife",0.229616348160996,0.229616348160996,0.201,0.224181818181818,0.316346153846154,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Serranidae","Epinephelus","Epinephelus lanceolatus","Giant grouper","FishLife",0.30713913418291,0.30713913418291,NA,0.224181818181818,0.316346153846154,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sparidae","Acanthopagrus","Acanthopagrus schlegelii","Blackhead seabream","FishLife",0.316425039114782,0.316425039114782,NA,0.29,0.457348837209302,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Oplegnathidae","Oplegnathus","Oplegnathus fasciatus","","FishLife",0.563802072876551,0.563802072876551,NA,NA,NA,NA
"Actinopterygii","Miscellaneous demersal fishes","Scorpaeniformes","Sebastidae","Sebastes","Sebastes schlegelii","Korean rockfish","FishLife",0.100567911877926,0.100567911877926,NA,0.1216,0.121538461538462,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Serranidae","Hyporthodus","Hyporthodus septemfasciatus","Convict grouper","FishLife",0.219115439847418,0.219115439847418,NA,0.185,0.316346153846154,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sciaenidae","Micropogonias","Micropogonias furnieri","Whitemouth croaker","FishLife",0.466658125171773,0.466658125171773,NA,0.87,0.787461538461538,NA
"Actinopterygii","Miscellaneous coastal fishes","Tetraodontiformes","Tetraodontidae","Takifugu","Takifugu rubripes","Tiger pufferfish","FishLife",0.744334055294394,0.744334055294394,NA,NA,NA,2.6
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Latidae","Psammoperca","Psammoperca waigiensis","Waigieu seaperch","FishLife",0.542114104577412,0.542114104577412,NA,NA,0.42,NA
"Actinopterygii","Flounders, halibuts, soles","Pleuronectiformes","Soleidae","Solea","Solea senegalensis","Senegalese sole","FishLife",0.205622871484895,0.205622871484895,NA,0.425,0.4625,0.358757575757576
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Sciaenidae","Argyrosomus","Argyrosomus japonicus","Japanese meagre","FishLife",0.147781809276338,0.147781809276338,NA,0.179,0.787461538461538,NA
"Actinopterygii","Miscellaneous coastal fishes","Mugiliformes","Mugilidae","Planiliza","Planiliza haematocheila","So-iuy mullet","FB-genus",0.641,NA,NA,0.641,0.521181818181818,0.521181818181818
"Actinopterygii","Tunas, bonitos, billfishes","Perciformes","Scombridae","Thunnus","Thunnus orientalis","Pacific bluefin tuna","FishLife",0.303621303820316,0.303621303820316,NA,0.3231875,1.14527659574468,NA
"Actinopterygii","Miscellaneous coastal fishes","Perciformes","Gobiidae","Boleophthalmus","Boleophthalmus pectinirostris","Great blue spotted mudskipper","FishLife",1.56314343827286,1.56314343827286,NA,NA,2.09122222222222,NA
"Bivalvia","Clams, cockles, arkshells","Arcoida","Arcidae","Anadara","Anadara broughtonii","Inflated ark","FB-genus",0.14,NA,NA,0.14,0.69,0.567571428571429
"Bivalvia","Clams, cockles, arkshells","Arcoida","Arcidae","Anadara","Anadara grandis","Grand ark","FB-genus",0.14,NA,NA,0.14,0.69,0.567571428571429
"Bivalvia","Clams, cockles, arkshells","Arcoida","Arcidae","Anadara","Anadara tuberculosa","Black ark","FB-species",0.14,NA,0.14,0.14,0.69,0.567571428571429
"Bivalvia","Clams, cockles, arkshells","Arcoida","Arcidae","Tegillarca","Tegillarca granosa","Blood cockle","FB-species",0.873333333333333,NA,0.873333333333333,0.873333333333333,0.69,0.567571428571429
"Bivalvia","Clams, cockles, arkshells","Veneroida","Cardiidae","Cerastoderma","Cerastoderma edule","Common edible cockle","FB-genus",1.94,NA,NA,1.94,1.03,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Cardiidae","Cerastoderma","Cerastoderma glaucum","Olive green cockle","FB-species",1.94,NA,1.94,1.94,1.03,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Cardiidae","Tridacna","Tridacna crocea","Crocus giant clam","FB-family",1.03,NA,NA,NA,1.03,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Cardiidae","Tridacna","Tridacna derasa","Smooth giant clam","FB-family",1.03,NA,NA,NA,1.03,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Cardiidae","Tridacna","Tridacna maxima","Elongate giant clam","FB-family",1.03,NA,NA,NA,1.03,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Cardiidae","Tridacna","Tridacna squamosa","Fluted giant clam","FB-family",1.03,NA,NA,NA,1.03,1.31957894736842
"Bivalvia","Freshwater molluscs","Veneroida","Corbiculidae","Polymesoda","Polymesoda expansa","Broad geloina","FB-order",1.31957894736842,NA,NA,NA,NA,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Myoida","Hiatellidae","Panopea","Panopea generosa","Pacific geoduck","FB-species",0.027,NA,0.027,0.118571428571429,0.118571428571429,0.12125
"Bivalvia","Clams, cockles, arkshells","Veneroida","Mactridae","Mactra","Mactra glabrata","Smooth mactra","FB-family",1.255,NA,NA,NA,1.255,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Mactridae","Mactra","Mactra quadrangularis","Globose clam","FB-family",1.255,NA,NA,NA,1.255,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Mactridae","Tresus","Tresus nuttallii","Pacific horse clam","FB-family",1.255,NA,NA,NA,1.255,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Myoida","Myidae","Mya","Mya arenaria","Sand gaper","FB-genus",0.14,NA,NA,0.14,0.14,0.12125
"Bivalvia","Mussels","Mytiloida","Mytilidae","Aulacomya","Aulacomya ater","Cholga mussel","FB-family",1.24466666666667,NA,NA,NA,1.24466666666667,1.24466666666667
"Bivalvia","Mussels","Mytiloida","Mytilidae","Choromytilus","Choromytilus chorus","Choro mussel","FB-family",1.24466666666667,NA,NA,NA,1.24466666666667,1.24466666666667
"Bivalvia","Mussels","Mytiloida","Mytilidae","Mytilus","Mytilus chilensis","Chilean mussel","FB-family",1.24466666666667,NA,NA,NA,1.24466666666667,1.24466666666667
"Bivalvia","Mussels","Mytiloida","Mytilidae","Mytilus","Mytilus coruscus","Korean mussel","FB-family",1.24466666666667,NA,NA,NA,1.24466666666667,1.24466666666667
"Bivalvia","Mussels","Mytiloida","Mytilidae","Mytilus","Mytilus edulis","Blue mussel","FB-family",1.24466666666667,NA,NA,NA,1.24466666666667,1.24466666666667
"Bivalvia","Mussels","Mytiloida","Mytilidae","Mytilus","Mytilus galloprovincialis","Mediterranean mussel","FB-family",1.24466666666667,NA,NA,NA,1.24466666666667,1.24466666666667
"Bivalvia","Mussels","Mytiloida","Mytilidae","Mytilus","Mytilus planulatus","Australian mussel","FB-family",1.24466666666667,NA,NA,NA,1.24466666666667,1.24466666666667
"Bivalvia","Mussels","Mytiloida","Mytilidae","Mytilus","Mytilus platensis","River Plata mussel","FB-family",1.24466666666667,NA,NA,NA,1.24466666666667,1.24466666666667
"Bivalvia","Mussels","Mytiloida","Mytilidae","Perna","Perna canaliculus","New Zealand mussel","FB-genus",1.24466666666667,NA,NA,1.24466666666667,1.24466666666667,1.24466666666667
"Bivalvia","Mussels","Mytiloida","Mytilidae","Perna","Perna perna","South American rock mussel","FB-genus",1.24466666666667,NA,NA,1.24466666666667,1.24466666666667,1.24466666666667
"Bivalvia","Mussels","Mytiloida","Mytilidae","Perna","Perna viridis","Green mussel","FB-species",1.24466666666667,NA,1.24466666666667,1.24466666666667,1.24466666666667,1.24466666666667
"Bivalvia","Oysters","Ostreoida","Ostreidae","Crassostrea","Crassostrea corteziensis","Cortez oyster","FB-genus",0.693333333333333,NA,NA,0.693333333333333,0.693333333333333,0.825454545454545
"Bivalvia","Oysters","Ostreoida","Ostreidae","Crassostrea","Crassostrea gigas","Pacific cupped oyster","FB-genus",0.693333333333333,NA,NA,0.693333333333333,0.693333333333333,0.825454545454545
"Bivalvia","Oysters","Ostreoida","Ostreidae","Crassostrea","Crassostrea iredalei","Slipper cupped oyster","FB-genus",0.693333333333333,NA,NA,0.693333333333333,0.693333333333333,0.825454545454545
"Bivalvia","Oysters","Ostreoida","Ostreidae","Crassostrea","Crassostrea madrasensis","Indian backwater oyster","FB-species",1.01,NA,1.01,0.693333333333333,0.693333333333333,0.825454545454545
"Bivalvia","Oysters","Ostreoida","Ostreidae","Crassostrea","Crassostrea rhizophorae","Mangrove cupped oyster","FB-genus",0.693333333333333,NA,NA,0.693333333333333,0.693333333333333,0.825454545454545
"Bivalvia","Oysters","Ostreoida","Ostreidae","Crassostrea","Crassostrea tulipa","Gasar cupped oyster","FB-species",0.78,NA,0.78,0.693333333333333,0.693333333333333,0.825454545454545
"Bivalvia","Oysters","Ostreoida","Ostreidae","Crassostrea","Crassostrea virginica","American cupped oyster","FB-species",0.29,NA,0.29,0.693333333333333,0.693333333333333,0.825454545454545
"Bivalvia","Oysters","Ostreoida","Ostreidae","Ostrea","Ostrea chilensis","Chilean flat oyster","FB-family",0.693333333333333,NA,NA,NA,0.693333333333333,0.825454545454545
"Bivalvia","Oysters","Ostreoida","Ostreidae","Ostrea","Ostrea conchaphila","Olympia oyster","FB-family",0.693333333333333,NA,NA,NA,0.693333333333333,0.825454545454545
"Bivalvia","Oysters","Ostreoida","Ostreidae","Ostrea","Ostrea edulis","European flat oyster","FB-family",0.693333333333333,NA,NA,NA,0.693333333333333,0.825454545454545
"Bivalvia","Oysters","Ostreoida","Ostreidae","Saccostrea","Saccostrea cucullata","Hooded oyster","FB-family",0.693333333333333,NA,NA,NA,0.693333333333333,0.825454545454545
"Bivalvia","Oysters","Ostreoida","Ostreidae","Saccostrea","Saccostrea glomerata","Sydney cupped oyster","FB-family",0.693333333333333,NA,NA,NA,0.693333333333333,0.825454545454545
"Bivalvia","Scallops, pectens","Ostreoida","Pectinidae","Aequipecten","Aequipecten opercularis","Queen scallop","FB-species",0.51,NA,0.51,0.51,0.875,0.825454545454545
"Bivalvia","Scallops, pectens","Ostreoida","Pectinidae","Argopecten","Argopecten purpuratus","Peruvian calico scallop","FB-species",0.4,NA,0.4,0.4,0.875,0.825454545454545
"Bivalvia","Scallops, pectens","Ostreoida","Pectinidae","Argopecten","Argopecten ventricosus","Pacific calico scallop","FB-genus",0.4,NA,NA,0.4,0.875,0.825454545454545
"Bivalvia","Scallops, pectens","Ostreoida","Pectinidae","Mimachlamys","Mimachlamys varia","Variegated scallop","FB-family",0.875,NA,NA,NA,0.875,0.825454545454545
"Bivalvia","Scallops, pectens","Ostreoida","Pectinidae","Mizuhopecten","Mizuhopecten yessoensis","Yesso scallop","FB-family",0.875,NA,NA,NA,0.875,0.825454545454545
"Bivalvia","Scallops, pectens","Ostreoida","Pectinidae","Nodipecten","Nodipecten subnodosus","Pacific lion's paw","FB-family",0.875,NA,NA,NA,0.875,0.825454545454545
"Bivalvia","Scallops, pectens","Ostreoida","Pectinidae","Pecten","Pecten fumatus","Southern Australia scallop","FB-family",0.875,NA,NA,NA,0.875,0.825454545454545
"Bivalvia","Scallops, pectens","Ostreoida","Pectinidae","Pecten","Pecten jacobaeus","Great Mediterranean scallop","FB-family",0.875,NA,NA,NA,0.875,0.825454545454545
"Bivalvia","Scallops, pectens","Ostreoida","Pectinidae","Pecten","Pecten maximus","Great Atlantic scallop","FB-family",0.875,NA,NA,NA,0.875,0.825454545454545
"Bivalvia","Clams, cockles, arkshells","Veneroida","Pharidae","Ensis","Ensis ensis","Pod razor shell","FB-order",1.31957894736842,NA,NA,NA,NA,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Psammobiidae","Asaphis","Asaphis violascens","Pacific asaphis","FB-family",2.95,NA,NA,NA,2.95,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Psammobiidae","Soletellina","Soletellina diphos","Diphos sanguin","FB-family",2.95,NA,NA,NA,2.95,1.31957894736842
"Bivalvia","Pearls, mother-of-pearl, shells","Pterioida","Pteriidae","Pinctada","Pinctada margaritifera","Blacklip pearl oyster","FB-species",0.11,NA,0.11,0.11,0.11,0.11
"Bivalvia","Pearls, mother-of-pearl, shells","Pterioida","Pteriidae","Pteria","Pteria penguin","Penguin wing oyster","FB-family",0.11,NA,NA,NA,0.11,0.11
"Bivalvia","Clams, cockles, arkshells","Veneroida","Semelidae","Scrobicularia","Scrobicularia plana","Peppery furrow","FB-order",1.31957894736842,NA,NA,NA,NA,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Solecurtidae","Sinonovacula","Sinonovacula constricta","Constricted tagelus","FB-order",1.31957894736842,NA,NA,NA,NA,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Tridacnidae","Hippopus","Hippopus hippopus","Bear paw clam","FB-order",1.31957894736842,NA,NA,NA,NA,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Veneridae","Chamelea","Chamelea gallina","Striped venus","FB-family",1.28033333333333,NA,NA,NA,1.28033333333333,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Veneridae","Cyclina","Cyclina sinensis","Oriental cyclina","FB-family",1.28033333333333,NA,NA,NA,1.28033333333333,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Veneridae","Leukoma","Leukoma staminea","Pacific littleneck clam","FB-family",1.28033333333333,NA,NA,NA,1.28033333333333,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Veneridae","Mercenaria","Mercenaria mercenaria","Northern quahog(=Hard clam)","FB-family",1.28033333333333,NA,NA,NA,1.28033333333333,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Veneridae","Meretrix","Meretrix lusoria","Japanese hard clam","FB-family",1.28033333333333,NA,NA,NA,1.28033333333333,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Veneridae","Paphia","Paphia gallus","Rooster venus","FB-genus",1.84333333333333,NA,NA,1.84333333333333,1.28033333333333,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Veneridae","Ruditapes","Ruditapes decussatus","Grooved carpet shell","FB-species",1.28,NA,1.28,0.9095,1.28033333333333,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Veneridae","Ruditapes","Ruditapes philippinarum","Japanese carpet shell","FB-species",0.539,NA,0.539,0.9095,1.28033333333333,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Veneridae","Saxidomus","Saxidomus gigantea","Butter clam","FB-family",1.28033333333333,NA,NA,NA,1.28033333333333,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Veneridae","Tapes","Tapes aureus","Golden carpet shell","FB-family",1.28033333333333,NA,NA,NA,1.28033333333333,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Veneridae","Venerupis","Venerupis corrugata","Pullet carpet shell","FB-family",1.28033333333333,NA,NA,NA,1.28033333333333,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Veneridae","Venerupis","Venerupis rhomboides","Banded carpet shell","FB-family",1.28033333333333,NA,NA,NA,1.28033333333333,1.31957894736842
"Bivalvia","Clams, cockles, arkshells","Veneroida","Veneridae","Venus","Venus verrucosa","Warty venus","FB-family",1.28033333333333,NA,NA,NA,1.28033333333333,1.31957894736842
